date,latitude,longitude,precipitation_m,precipitation_mm
2005-02-10,22.999693294401865,72.60115569230976,8.553265615773853e-07,0.0008553265615773853
2005-02-11,22.999693294401865,72.60115569230976,0.0,0.0
2005-02-12,22.999693294401865,72.60115569230976,8.612871056357108e-07,0.0008612871056357108
2005-02-13,22.999693294401865,72.60115569230976,4.351138045421976e-07,0.0004351138045421976
2005-02-14,22.999693294401865,72.60115569230976,0.0,0.0
2005-02-15,22.999693294401865,72.60115569230976,1.293420723413874e-06,0.001293420723413874
2005-02-16,22.999693294401865,72.60115569230976,1.275539318612573e-06,0.001275539318612573
2005-02-17,22.999693294401865,72.60115569230976,1.2874602361989673e-06,0.0012874602361989673
2005-02-18,22.999693294401865,72.60115569230976,3.4330369089730084e-06,0.0034330369089730084
2005-02-19,22.999693294401865,72.60115569230976,2.5786054038690054e-06,0.0025786054038690054
2005-02-20,22.999693294401865,72.60115569230976,8.52346317969932e-07,0.000852346317969932
2005-02-21,22.999693294401865,72.60115569230976,0.0,0.0
2005-02-22,22.999693294401865,72.60115569230976,4.351138045421976e-07,0.0004351138045421976
2005-02-23,22.999693294401865,72.60115569230976,8.52346317969932e-07,0.000852346317969932
2005-02-24,22.999693294401865,72.60115569230976,8.545133596271626e-07,0.0008545133596271626
2005-02-25,22.999693294401865,72.60115569230976,0.0,0.0
2005-02-26,22.999693294401865,72.60115569230976,4.410743663640915e-07,0.0004410743663640915
2005-02-27,22.999693294401865,72.60115569230976,3.4337217584834434e-06,0.0034337217584834434
2005-02-28,22.999693294401865,72.60115569230976,8.453185387224948e-07,0.0008453185387224948
2005-03-01,22.999693294401865,72.60115569230976,8.480665201204829e-07,0.0008480665201204829
2005-03-02,22.999693294401865,72.60115569230976,0.0,0.0
2005-03-03,22.999693294401865,72.60115569230976,2.5749206429281912e-06,0.0025749206429281912
2005-03-04,22.999693294401865,72.60115569230976,8.52346317969932e-07,0.000852346317969932
2005-03-05,22.999693294401865,72.60115569230976,3.0070542607063544e-06,0.0030070542607063544
2005-03-06,22.999693294401865,72.60115569230976,0.0,0.0
2005-03-07,22.999693294401865,72.60115569230976,8.821487426757812e-06,0.008821487426757812
2005-03-08,22.999693294401865,72.60115569230976,1.5813112213436398e-05,0.015813112213436398
2005-03-09,22.999693294401865,72.60115569230976,0.0,0.0
2005-03-10,22.999693294401865,72.60115569230976,1.2874602930423862e-06,0.0012874602930423862
2005-03-11,22.999693294401865,72.60115569230976,1.7225741544280027e-06,0.0017225741544280027
2005-03-12,22.999693294401865,72.60115569230976,0.0,0.0
2005-03-13,22.999693294401865,72.60115569230976,4.410743663640915e-07,0.0004410743663640915
2005-03-14,22.999693294401865,72.60115569230976,1.7140871477749897e-06,0.0017140871477749897
2005-03-15,22.999693294401865,72.60115569230976,1.4772467693546787e-09,1.4772467693546787e-06
2005-03-16,22.999693294401865,72.60115569230976,2.1457671550706436e-06,0.0021457671550706436
2005-03-17,22.999693294401865,72.60115569230976,-4.5997694542165846e-09,-4.5997694542165846e-06
2005-03-18,22.999693294401865,72.60115569230976,4.351138045421976e-07,0.0004351138045421976
2005-03-19,22.999693294401865,72.60115569230976,8.52346317969932e-07,0.000852346317969932
2005-03-20,22.999693294401865,72.60115569230976,1.2814997489840607e-06,0.0012814997489840607
2005-03-21,22.999693294401865,72.60115569230976,8.52346317969932e-07,0.000852346317969932
2005-03-22,22.999693294401865,72.60115569230976,8.52346317969932e-07,0.000852346317969932
2005-03-23,22.999693294401865,72.60115569230976,0.0,0.0
2005-03-24,22.999693294401865,72.60115569230976,0.0,0.0
2005-03-25,22.999693294401865,72.60115569230976,2.5744981826392177e-06,0.0025744981826392177
2005-03-26,22.999693294401865,72.60115569230976,3.441986336838454e-06,0.003441986336838454
2005-03-27,22.999693294401865,72.60115569230976,8.463861362884018e-07,0.0008463861362884018
2005-03-28,22.999693294401865,72.60115569230976,8.52346317969932e-07,0.000852346317969932
2005-03-29,22.999693294401865,72.60115569230976,0.0,0.0
2005-03-30,22.999693294401865,72.60115569230976,1.2925915484629513e-06,0.0012925915484629513
2005-03-31,22.999693294401865,72.60115569230976,8.52346317969932e-07,0.000852346317969932
2005-04-01,22.999693294401865,72.60115569230976,8.583068797918258e-07,0.0008583068797918258
2005-04-02,22.999693294401865,72.60115569230976,1.7046926750197144e-06,0.0017046926750197144
2005-04-03,22.999693294401865,72.60115569230976,8.523463748133508e-07,0.0008523463748133508
2005-04-04,22.999693294401865,72.60115569230976,1.7225742112714215e-06,0.0017225742112714215
2005-04-05,22.999693294401865,72.60115569230976,0.0,0.0
2005-04-06,22.999693294401865,72.60115569230976,0.0,0.0
2005-04-07,22.999693294401865,72.60115569230976,4.351138045421976e-07,0.0004351138045421976
2005-04-08,22.999693294401865,72.60115569230976,8.535096185369184e-07,0.0008535096185369184
2005-04-09,22.999693294401865,72.60115569230976,4.351138045421976e-07,0.0004351138045421976
2005-04-10,22.999693294401865,72.60115569230976,0.0,0.0
2005-04-11,22.999693294401865,72.60115569230976,0.0,0.0
2005-04-12,22.999693294401865,72.60115569230976,1.2814998058274796e-06,0.0012814998058274796
2005-04-13,22.999693294401865,72.60115569230976,8.52346317969932e-07,0.000852346317969932
2005-04-14,22.999693294401865,72.60115569230976,0.0,0.0
2005-04-15,22.999693294401865,72.60115569230976,0.0,0.0
2005-04-16,22.999693294401865,72.60115569230976,1.7225742112714215e-06,0.0017225742112714215
2005-04-17,22.999693294401865,72.60115569230976,0.0,0.0
2005-04-18,22.999693294401865,72.60115569230976,0.0,0.0
2005-04-19,22.999693294401865,72.60115569230976,8.583068833445395e-07,0.0008583068833445395
2005-04-20,22.999693294401865,72.60115569230976,8.52346317969932e-07,0.000852346317969932
2005-04-21,22.999693294401865,72.60115569230976,2.1401768321993586e-06,0.0021401768321993586
2005-04-22,22.999693294401865,72.60115569230976,4.714024726126809e-10,4.7140247261268087e-07
2005-04-23,22.999693294401865,72.60115569230976,2.833008755942501e-05,0.02833008755942501
2005-04-24,22.999693294401865,72.60115569230976,5.6892633324423514e-05,0.056892633324423514
2005-04-25,22.999693294401865,72.60115569230976,4.383921577755245e-06,0.004383921577755245
2005-04-26,22.999693294401865,72.60115569230976,0.0,0.0
2005-04-27,22.999693294401865,72.60115569230976,0.0,0.0
2005-04-28,22.999693294401865,72.60115569230976,5.811452865600586e-07,0.0005811452865600586
2005-04-29,22.999693294401865,72.60115569230976,5.263984202841243e-05,0.05263984202841243
2005-04-30,22.999693294401865,72.60115569230976,0.0,0.0
2005-05-01,22.999693294401865,72.60115569230976,5.811452865600586e-06,0.005811452865600586
2005-05-02,22.999693294401865,72.60115569230976,0.0,0.0
2005-05-03,22.999693294401865,72.60115569230976,2.086162567138672e-07,0.0002086162567138672
2005-05-04,22.999693294401865,72.60115569230976,2.5036930992428097e-05,0.025036930992428097
2005-05-05,22.999693294401865,72.60115569230976,8.569599003749317e-07,0.0008569599003749317
2005-05-06,22.999693294401865,72.60115569230976,8.6082309280755e-07,0.00086082309280755
2005-05-07,22.999693294401865,72.60115569230976,8.52346317969932e-07,0.000852346317969932
2005-05-08,22.999693294401865,72.60115569230976,0.0,0.0
2005-05-09,22.999693294401865,72.60115569230976,0.0,0.0
2005-05-10,22.999693294401865,72.60115569230976,8.523463748133508e-07,0.0008523463748133508
2005-05-11,22.999693294401865,72.60115569230976,8.521546419615333e-07,0.0008521546419615333
2005-05-12,22.999693294401865,72.60115569230976,0.0,0.0
2005-05-13,22.999693294401865,72.60115569230976,0.0,0.0
2005-05-14,22.999693294401865,72.60115569230976,1.7106532936850272e-06,0.0017106532936850272
2005-05-15,22.999693294401865,72.60115569230976,2.0020252122776583e-10,2.0020252122776583e-07
2005-05-16,22.999693294401865,72.60115569230976,8.52346317969932e-07,0.000852346317969932
2005-05-17,22.999693294401865,72.60115569230976,1.716613667213096e-06,0.001716613667213096
2005-05-18,22.999693294401865,72.60115569230976,3.4394324757158756e-06,0.0034394324757158756
2005-05-19,22.999693294401865,72.60115569230976,1.7011572026603972e-06,0.0017011572026603972
2005-05-20,22.999693294401865,72.60115569230976,1.2934207802572928e-06,0.0012934207802572928
2005-05-21,22.999693294401865,72.60115569230976,-5.960544058325468e-09,-5.960544058325468e-06
2005-05-22,22.999693294401865,72.60115569230976,0.0,0.0
2005-05-23,22.999693294401865,72.60115569230976,1.7404555592293036e-06,0.0017404555592293036
2005-05-24,22.999693294401865,72.60115569230976,1.72257422903499e-06,0.00172257422903499
2005-05-25,22.999693294401865,72.60115569230976,8.52346317969932e-07,0.000852346317969932
2005-05-26,22.999693294401865,72.60115569230976,1.7187598473356047e-06,0.0017187598473356047
2005-05-27,22.999693294401865,72.60115569230976,6.430745137464555e-05,0.06430745137464555
2005-05-28,22.999693294401865,72.60115569230976,6.968080992919568e-05,0.06968080992919568
2005-05-29,22.999693294401865,72.60115569230976,0.0011351853609085083,1.1351853609085083
2005-05-30,22.999693294401865,72.60115569230976,6.2465667696187666e-06,0.0062465667696187666
2005-05-31,22.999693294401865,72.60115569230976,4.299155307307956e-07,0.0004299155307307956
2005-06-01,22.999693294401865,72.60115569230976,0.0,0.0
2005-06-02,22.999693294401865,72.60115569230976,0.0,0.0
2005-06-03,22.999693294401865,72.60115569230976,8.52346317969932e-07,0.000852346317969932
2005-06-04,22.999693294401865,72.60115569230976,8.52346317969932e-07,0.000852346317969932
2005-06-05,22.999693294401865,72.60115569230976,1.2814997489840607e-06,0.0012814997489840607
2005-06-06,22.999693294401865,72.60115569230976,0.0,0.0
2005-06-07,22.999693294401865,72.60115569230976,4.351138045421976e-07,0.0004351138045421976
2005-06-08,22.999693294401865,72.60115569230976,2.5033950805664062e-06,0.0025033950805664062
2005-06-09,22.999693294401865,72.60115569230976,8.596132055060934e-07,0.0008596132055060934
2005-06-10,22.999693294401865,72.60115569230976,0.0,0.0
2005-06-11,22.999693294401865,72.60115569230976,0.0,0.0
2005-06-12,22.999693294401865,72.60115569230976,1.007318495283016e-06,0.001007318495283016
2005-06-13,22.999693294401865,72.60115569230976,0.0007411960909813331,0.7411960909813331
2005-06-14,22.999693294401865,72.60115569230976,2.0265579223632812e-06,0.0020265579223632812
2005-06-15,22.999693294401865,72.60115569230976,4.410743663640915e-07,0.0004410743663640915
2005-06-16,22.999693294401865,72.60115569230976,5.052290038065621e-05,0.05052290038065621
2005-06-17,22.999693294401865,72.60115569230976,1.3846158879005088e-05,0.013846158879005088
2005-06-18,22.999693294401865,72.60115569230976,0.0002224206924097416,0.2224206924097416
2005-06-19,22.999693294401865,72.60115569230976,0.0042870998381658865,4.2870998381658865
2005-06-20,22.999693294401865,72.60115569230976,0.00239171981797881,2.39171981797881
2005-06-21,22.999693294401865,72.60115569230976,1.5759468077192196e-05,0.015759468077192196
2005-06-22,22.999693294401865,72.60115569230976,0.0008287002314091296,0.8287002314091296
2005-06-23,22.999693294401865,72.60115569230976,0.009295630454914772,9.295630454914772
2005-06-24,22.999693294401865,72.60115569230976,0.02308546304692527,23.08546304692527
2005-06-25,22.999693294401865,72.60115569230976,0.002359503507609162,2.359503507609162
2005-06-26,22.999693294401865,72.60115569230976,0.005203366279602051,5.203366279602051
2005-06-27,22.999693294401865,72.60115569230976,0.01146641043527552,11.46641043527552
2005-06-28,22.999693294401865,72.60115569230976,0.0235060453414917,23.5060453414917
2005-06-29,22.999693294401865,72.60115569230976,0.03648599982261658,36.48599982261658
2005-06-30,22.999693294401865,72.60115569230976,0.026854309416876276,26.854309416876276
2005-07-01,22.999693294401865,72.60115569230976,0.06768400478915737,67.68400478915737
2005-07-02,22.999693294401865,72.60115569230976,0.029692280292408668,29.692280292408668
2005-07-03,22.999693294401865,72.60115569230976,0.009164690971374512,9.164690971374512
2005-07-04,22.999693294401865,72.60115569230976,0.002414870262043678,2.414870262043678
2005-07-05,22.999693294401865,72.60115569230976,0.0005018413066864014,0.5018413066864014
2005-07-06,22.999693294401865,72.60115569230976,0.0006251066922118298,0.6251066922118298
2005-07-07,22.999693294401865,72.60115569230976,0.001736126408616201,1.736126408616201
2005-07-08,22.999693294401865,72.60115569230976,0.00027121901513282864,0.27121901513282864
2005-07-09,22.999693294401865,72.60115569230976,0.00013321638107299805,0.13321638107299805
2005-07-10,22.999693294401865,72.60115569230976,0.000603091916559606,0.603091916559606
2005-07-11,22.999693294401865,72.60115569230976,0.0007071435451280195,0.7071435451280195
2005-07-12,22.999693294401865,72.60115569230976,0.0017322242259965037,1.7322242259965037
2005-07-13,22.999693294401865,72.60115569230976,0.0011351305436733128,1.1351305436733128
2005-07-14,22.999693294401865,72.60115569230976,0.0015677681981287606,1.5677681981287606
2005-07-15,22.999693294401865,72.60115569230976,0.0030034959315798915,3.0034959315798915
2005-07-16,22.999693294401865,72.60115569230976,0.0016826629638622137,1.6826629638622137
2005-07-17,22.999693294401865,72.60115569230976,0.0008450597524642944,0.8450597524642944
2005-07-18,22.999693294401865,72.60115569230976,0.0003588885068097625,0.3588885068097625
2005-07-19,22.999693294401865,72.60115569230976,0.0003128647804828688,0.3128647804828688
2005-07-20,22.999693294401865,72.60115569230976,0.00039270520210266113,0.39270520210266113
2005-07-21,22.999693294401865,72.60115569230976,0.0005555093288371893,0.5555093288371893
2005-07-22,22.999693294401865,72.60115569230976,0.0006967776824353678,0.6967776824353678
2005-07-23,22.999693294401865,72.60115569230976,0.0006491257102538839,0.6491257102538839
2005-07-24,22.999693294401865,72.60115569230976,0.0005724281072616577,0.5724281072616577
2005-07-25,22.999693294401865,72.60115569230976,0.0003781437873726645,0.3781437873726645
2005-07-26,22.999693294401865,72.60115569230976,0.0010216832160949707,1.0216832160949707
2005-07-27,22.999693294401865,72.60115569230976,0.019461327791209015,19.461327791209015
2005-07-28,22.999693294401865,72.60115569230976,0.12146715819835663,121.46715819835663
2005-07-29,22.999693294401865,72.60115569230976,0.03131979427917031,31.31979427917031
2005-07-30,22.999693294401865,72.60115569230976,0.0012223660945842596,1.2223660945842596
2005-07-31,22.999693294401865,72.60115569230976,0.013185448892159002,13.185448892159002
2005-08-01,22.999693294401865,72.60115569230976,0.05212380019906959,52.12380019906959
2005-08-02,22.999693294401865,72.60115569230976,0.15589115023612976,155.89115023612976
2005-08-03,22.999693294401865,72.60115569230976,0.04817659258839058,48.17659258839058
2005-08-04,22.999693294401865,72.60115569230976,0.002544105052947998,2.544105052947998
2005-08-05,22.999693294401865,72.60115569230976,0.002005338668823242,2.005338668823242
2005-08-06,22.999693294401865,72.60115569230976,0.001431812757289208,1.431812757289208
2005-08-07,22.999693294401865,72.60115569230976,0.0011068135499954224,1.1068135499954224
2005-08-08,22.999693294401865,72.60115569230976,0.0015417128801296087,1.5417128801296087
2005-08-09,22.999693294401865,72.60115569230976,0.0017436444759368896,1.7436444759368896
2005-08-10,22.999693294401865,72.60115569230976,0.00217476487159729,2.17476487159729
2005-08-11,22.999693294401865,72.60115569230976,0.003256484866142273,3.256484866142273
2005-08-12,22.999693294401865,72.60115569230976,0.0022650934807728618,2.2650934807728618
2005-08-13,22.999693294401865,72.60115569230976,0.00170058012008667,1.70058012008667
2005-08-14,22.999693294401865,72.60115569230976,0.0011678040027618408,1.1678040027618408
2005-08-15,22.999693294401865,72.60115569230976,0.0013532191514968872,1.3532191514968872
2005-08-16,22.999693294401865,72.60115569230976,0.002851179242099988,2.851179242099988
2005-08-17,22.999693294401865,72.60115569230976,0.002800765633537594,2.800765633537594
2005-08-18,22.999693294401865,72.60115569230976,0.0021513142896765203,2.1513142896765203
2005-08-19,22.999693294401865,72.60115569230976,0.002256527543067932,2.256527543067932
2005-08-20,22.999693294401865,72.60115569230976,0.0016055077314263144,1.6055077314263144
2005-08-21,22.999693294401865,72.60115569230976,0.0010061226400353007,1.0061226400353007
2005-08-22,22.999693294401865,72.60115569230976,0.0005573034286499023,0.5573034286499023
2005-08-23,22.999693294401865,72.60115569230976,0.00054722428321341,0.54722428321341
2005-08-24,22.999693294401865,72.60115569230976,0.0005626618861924726,0.5626618861924726
2005-08-25,22.999693294401865,72.60115569230976,0.0006646066904067993,0.6646066904067993
2005-08-26,22.999693294401865,72.60115569230976,0.0008992880575533491,0.8992880575533491
2005-08-27,22.999693294401865,72.60115569230976,0.0009382309405623346,0.9382309405623346
2005-08-28,22.999693294401865,72.60115569230976,0.0010103344916387869,1.0103344916387869
2005-08-29,22.999693294401865,72.60115569230976,0.00043179094791412354,0.43179094791412354
2005-08-30,22.999693294401865,72.60115569230976,0.0002021878957698675,0.2021878957698675
2005-08-31,22.999693294401865,72.60115569230976,5.930662155151367e-05,0.05930662155151367
2005-09-01,22.999693294401865,72.60115569230976,2.8014183044433594e-05,0.028014183044433594
2005-09-02,22.999693294401865,72.60115569230976,8.560237461097131e-07,0.0008560237461097131
2005-09-03,22.999693294401865,72.60115569230976,0.0,0.0
2005-09-04,22.999693294401865,72.60115569230976,8.52346317969932e-07,0.000852346317969932
2005-09-05,22.999693294401865,72.60115569230976,1.043081283569336e-06,0.001043081283569336
2005-09-06,22.999693294401865,72.60115569230976,0.00022619962692260742,0.22619962692260742
2005-09-07,22.999693294401865,72.60115569230976,0.012365102767944336,12.365102767944336
2005-09-08,22.999693294401865,72.60115569230976,0.012158514249279051,12.158514249279051
2005-09-09,22.999693294401865,72.60115569230976,0.011686135836953326,11.686135836953326
2005-09-10,22.999693294401865,72.60115569230976,0.005300430617239726,5.300430617239726
2005-09-11,22.999693294401865,72.60115569230976,0.009076881408645932,9.076881408645932
2005-09-12,22.999693294401865,72.60115569230976,0.005777725577331694,5.777725577331694
2005-09-13,22.999693294401865,72.60115569230976,0.011342146992678437,11.342146992678437
2005-09-14,22.999693294401865,72.60115569230976,0.005498021841049194,5.498021841049194
2005-09-15,22.999693294401865,72.60115569230976,0.010856792330741882,10.856792330741882
2005-09-16,22.999693294401865,72.60115569230976,0.010636019706623756,10.636019706623756
2005-09-17,22.999693294401865,72.60115569230976,0.09342232158860497,93.42232158860497
2005-09-18,22.999693294401865,72.60115569230976,0.01130278341935309,11.30278341935309
2005-09-19,22.999693294401865,72.60115569230976,0.013155937194824219,13.155937194824219
2005-09-20,22.999693294401865,72.60115569230976,0.007653653621673584,7.653653621673584
2005-09-21,22.999693294401865,72.60115569230976,0.0025827002325513604,2.5827002325513604
2005-09-22,22.999693294401865,72.60115569230976,0.016753941774368286,16.753941774368286
2005-09-23,22.999693294401865,72.60115569230976,0.07135643064975739,71.35643064975739
2005-09-24,22.999693294401865,72.60115569230976,0.0006561525543702373,0.6561525543702373
2005-09-25,22.999693294401865,72.60115569230976,0.0013051867484996649,1.3051867484996649
2005-09-26,22.999693294401865,72.60115569230976,0.0004099249839732977,0.4099249839732977
2005-09-27,22.999693294401865,72.60115569230976,0.0003083944320678711,0.3083944320678711
2005-09-28,22.999693294401865,72.60115569230976,0.0007140666245391003,0.7140666245391003
2005-09-29,22.999693294401865,72.60115569230976,0.0002709357380012989,0.2709357380012989
2005-09-30,22.999693294401865,72.60115569230976,0.00022272424939728808,0.22272424939728808
2005-10-01,22.999693294401865,72.60115569230976,0.00019946694374084473,0.19946694374084473
2005-10-02,22.999693294401865,72.60115569230976,4.076055120094679e-06,0.004076055120094679
2005-10-03,22.999693294401865,72.60115569230976,8.702914442437759e-07,0.0008702914442437759
2005-10-04,22.999693294401865,72.60115569230976,9.208916935676825e-07,0.0009208916935676825
2005-10-05,22.999693294401865,72.60115569230976,0.0,0.0
2005-10-06,22.999693294401865,72.60115569230976,0.0,0.0
2005-10-07,22.999693294401865,72.60115569230976,4.351138045421976e-07,0.0004351138045421976
2005-10-08,22.999693294401865,72.60115569230976,3.008315161423525e-06,0.003008315161423525
2005-10-09,22.999693294401865,72.60115569230976,1.716613724056515e-06,0.001716613724056515
2005-10-10,22.999693294401865,72.60115569230976,1.7230703974746575e-06,0.0017230703974746575
2005-10-11,22.999693294401865,72.60115569230976,1.716613724056515e-06,0.001716613724056515
2005-10-12,22.999693294401865,72.60115569230976,2.571940399320738e-06,0.002571940399320738
2005-10-13,22.999693294401865,72.60115569230976,0.0,0.0
2005-10-14,22.999693294401865,72.60115569230976,2.5779008296922257e-06,0.0025779008296922257
2005-10-15,22.999693294401865,72.60115569230976,1.7257269178116985e-06,0.0017257269178116985
2005-10-16,22.999693294401865,72.60115569230976,8.553266184208042e-07,0.0008553266184208042
2005-10-17,22.999693294401865,72.60115569230976,0.0,0.0
2005-10-18,22.999693294401865,72.60115569230976,0.0,0.0
2005-10-19,22.999693294401865,72.60115569230976,2.5638465217525663e-06,0.0025638465217525663
2005-10-20,22.999693294401865,72.60115569230976,4.4405461352425846e-07,0.00044405461352425846
2005-10-21,22.999693294401865,72.60115569230976,1.2814997489840607e-06,0.0012814997489840607
2005-10-22,22.999693294401865,72.60115569230976,4.351138045421976e-07,0.0004351138045421976
2005-10-23,22.999693294401865,72.60115569230976,1.2814997489840607e-06,0.0012814997489840607
2005-10-24,22.999693294401865,72.60115569230976,4.351138045421976e-07,0.0004351138045421976
2005-10-25,22.999693294401865,72.60115569230976,8.523463748133508e-07,0.0008523463748133508
2005-10-26,22.999693294401865,72.60115569230976,0.0,0.0
2005-10-27,22.999693294401865,72.60115569230976,8.52346317969932e-07,0.000852346317969932
2005-10-28,22.999693294401865,72.60115569230976,8.531596336069924e-07,0.0008531596336069924
2005-10-29,22.999693294401865,72.60115569230976,8.561625577385712e-07,0.0008561625577385712
2005-10-30,22.999693294401865,72.60115569230976,0.0,0.0
2005-10-31,22.999693294401865,72.60115569230976,0.0,0.0
2005-11-01,22.999693294401865,72.60115569230976,0.0,0.0
2005-11-02,22.999693294401865,72.60115569230976,8.52346317969932e-07,0.000852346317969932
2005-11-03,22.999693294401865,72.60115569230976,1.2814998058274796e-06,0.0012814998058274796
2005-11-04,22.999693294401865,72.60115569230976,3.427266165090259e-06,0.003427266165090259
2005-11-05,22.999693294401865,72.60115569230976,4.261732051702438e-07,0.0004261732051702438
2005-11-06,22.999693294401865,72.60115569230976,1.7269969703193055e-06,0.0017269969703193055
2005-11-07,22.999693294401865,72.60115569230976,2.5808321879594587e-06,0.0025808321879594587
2005-11-08,22.999693294401865,72.60115569230976,0.0,0.0
2005-11-09,22.999693294401865,72.60115569230976,8.52346317969932e-07,0.000852346317969932
2005-11-10,22.999693294401865,72.60115569230976,1.29479411725697e-06,0.00129479411725697
2005-11-11,22.999693294401865,72.60115569230976,-1.3294368272909196e-08,-1.3294368272909196e-05
2005-11-12,22.999693294401865,72.60115569230976,8.612870487922919e-07,0.0008612870487922919
2005-11-13,22.999693294401865,72.60115569230976,4.29153317327291e-07,0.000429153317327291
2005-11-14,22.999693294401865,72.60115569230976,4.351138045421976e-07,0.0004351138045421976
2005-11-15,22.999693294401865,72.60115569230976,0.0,0.0
2005-11-16,22.999693294401865,72.60115569230976,0.0,0.0
2005-11-17,22.999693294401865,72.60115569230976,2.992152985825669e-06,0.002992152985825669
2005-11-18,22.999693294401865,72.60115569230976,8.52346317969932e-07,0.000852346317969932
2005-11-19,22.999693294401865,72.60115569230976,1.716057454359543e-06,0.001716057454359543
2005-11-20,22.999693294401865,72.60115569230976,1.715657674594695e-06,0.001715657674594695
2005-11-21,22.999693294401865,72.60115569230976,1.297251742471417e-06,0.001297251742471417
2005-11-22,22.999693294401865,72.60115569230976,0.0,0.0
2005-11-23,22.999693294401865,72.60115569230976,4.351138613856165e-07,0.0004351138613856165
2005-11-24,22.999693294401865,72.60115569230976,0.0,0.0
2005-11-25,22.999693294401865,72.60115569230976,0.0,0.0
2005-11-26,22.999693294401865,72.60115569230976,1.7195939676639682e-06,0.0017195939676639682
2005-11-27,22.999693294401865,72.60115569230976,0.0,0.0
2005-11-28,22.999693294401865,72.60115569230976,1.7034719235198281e-06,0.0017034719235198281
2005-11-29,22.999693294401865,72.60115569230976,2.112576964918844e-06,0.002112576964918844
2005-11-30,22.999693294401865,72.60115569230976,8.523463748133508e-07,0.0008523463748133508
2005-12-01,22.999693294401865,72.60115569230976,8.637954920232005e-07,0.0008637954920232005
2005-12-02,22.999693294401865,72.60115569230976,1.2874602930423862e-06,0.0012874602930423862
2005-12-03,22.999693294401865,72.60115569230976,2.1436325710055826e-06,0.0021436325710055826
2005-12-04,22.999693294401865,72.60115569230976,8.52346317969932e-07,0.000852346317969932
2005-12-05,22.999693294401865,72.60115569230976,4.351138045421976e-07,0.0004351138045421976
2005-12-06,22.999693294401865,72.60115569230976,1.2951880989930942e-06,0.0012951880989930942
2005-12-07,22.999693294401865,72.60115569230976,2.1475307221408e-06,0.0021475307221408
